mouse,day,gc_cluster_id,gc_shank,sc_x,sc_x_bin,cov_shank,shank_dist,pR2,accuracy,precision,recall,n_trials,n_ngs_cells,pR2_ta,pR2_nta,accuracy_ta,precision_ta,recall_ta,accuracy_nta,precision_nta,recall_nta,pR2_pos,pR2_pos_ta,pR2_pos_nta,f1
28,25,188,1,3120.0,3000–3200,0,1,0.02008616829583961,0.677570093457944,0.6844660194174758,0.9724137931034482,214,25,0.020828872673771426,0.01580993870024905,0.9724137931034482,1.0,0.9724137931034482,0.057971014492753624,0.0,0.0,0.00838704254842203,0.009445294032547236,0.0031081645521773282,0.8034188034188036
28,25,188,1,3120.0,3000–3200,1,0,0.020224783210083974,0.677570093457944,0.6958762886597938,0.9310344827586207,214,8,0.019503530788807177,0.018881788494636176,0.9310344827586207,1.0,0.9310344827586207,0.14492753623188406,0.0,0.0,0.00838704254842203,0.009445294032547236,0.0031081645521773282,0.7964601769911505
28,25,188,1,3120.0,3000–3200,2,1,0.007986938250569741,0.5186915887850467,0.6981132075471698,0.5103448275862069,214,16,0.007273349710152921,0.006534853562574328,0.5103448275862069,1.0,0.5103448275862069,0.5362318840579711,0.0,0.0,0.00838704254842203,0.009445294032547236,0.0031081645521773282,0.5896414342629482
28,25,188,1,3120.0,3000–3200,3,2,0.01913764254296748,0.719626168224299,0.7114427860696517,0.9862068965517241,214,32,0.01860627478449195,0.017824538556960312,0.9862068965517241,1.0,0.9862068965517241,0.15942028985507245,0.0,0.0,0.00838704254842203,0.009445294032547236,0.0031081645521773282,0.8265895953757225
28,25,202,2,3360.0,3200–3400,0,2,0.015392099229544588,0.6542056074766355,0.6542056074766355,1.0,214,25,0.013204836267377895,-0.0017149595365728576,1.0,1.0,1.0,0.0,0.0,0.0,0.004469467164588037,-0.0010106791224444578,-0.00887589939443667,0.7909604519774012
28,25,202,2,3360.0,3200–3400,1,1,0.022902763688547954,0.6401869158878505,0.6684491978609626,0.8928571428571429,214,8,0.02235899528583707,0.006279161375520759,0.8928571428571429,1.0,0.8928571428571429,0.16216216216216217,0.0,0.0,0.004469467164588037,-0.0010106791224444578,-0.00887589939443667,0.7645259938837922
28,25,202,2,3360.0,3200–3400,2,0,0.01005134961689449,0.602803738317757,0.6729559748427673,0.7642857142857142,214,16,0.003578634631558053,0.0002807026016763414,0.7642857142857142,1.0,0.7642857142857142,0.2972972972972973,0.0,0.0,0.004469467164588037,-0.0010106791224444578,-0.00887589939443667,0.7157190635451505
28,25,202,2,3360.0,3200–3400,3,1,0.014397227364226462,0.6542056074766355,0.6542056074766355,1.0,214,32,0.010962269221651999,-0.00028600898593800217,1.0,1.0,1.0,0.0,0.0,0.0,0.004469467164588037,-0.0010106791224444578,-0.00887589939443667,0.7909604519774012
28,25,242,2,3360.0,3200–3400,0,2,0.013503268886352792,0.4439252336448598,0.4439252336448598,1.0,214,25,0.012155786373215016,0.01386944543500046,1.0,1.0,1.0,0.0,0.0,0.0,0.010636537192504314,0.008760827774631275,0.011473090478275272,0.6148867313915858
28,25,242,2,3360.0,3200–3400,1,1,0.009052350165959821,0.27102803738317754,0.3151515151515151,0.5473684210526316,214,8,0.008788364447574915,0.008624224435549888,0.5473684210526316,1.0,0.5473684210526316,0.05042016806722689,0.0,0.0,0.010636537192504314,0.008760827774631275,0.011473090478275272,0.4
28,25,242,2,3360.0,3200–3400,2,0,0.010617483393556282,0.5280373831775701,0.4827586206896552,0.8842105263157894,214,16,0.011694944314704303,0.009204673310538314,0.8842105263157894,1.0,0.8842105263157894,0.24369747899159663,0.0,0.0,0.010636537192504314,0.008760827774631275,0.011473090478275272,0.6245353159851302
